"אֲבַקֵּֽשׁ","1245"
"אֲבַקֵּשׁ","1245"
"אֲבַקֶּשׁ","1245"
"אֲבַקְשָׁה","1245"
"אַבְקַת","81"
"אֵבֶר","83"
"אֶבְרֶה","1262"
"אֶבְרָה","84"
"אַבְרָהָֽם","85"
"אַבְרָהָם","85"
"אֶבְרוֹתֶי","3422"
"אֶבְרָֽח","1272"
"אַבְרִיחֵ","1272"
"אֲבִּרִֽים","47"
"אֲבָרֵֽךְ","1288"
"אֲבָרֵךְ","1288"
"אַבְרֵךְ","86"
"אֲבָרְכֵ","1288"
"אֲבָרְכֶ","1288"
"אֲבָרֲכֵ","1288"
"אֲבָרֲכֵֽ","1288"
"אֲבָרֲכֶ","1288"
"אֲבָרֶכְ","1288"
"אֲבָֽרֲכָה","1288"
"אֲבָרֲכָה","1288"
"אַבְרָֽם","87"
"אַבְרָם","87"
"אֶבְרָת","84"
"אֶבְרָתֽ","84"
"אֵבֹשָׁה","954"
"אַבְשַׁי","52"
"אַבְשָׁלֽוֹם","53"
"אַבְשָׁלוֹם","53"
"אַבְשָׁלֹֽם","53"
"אַבְשָׁלֹם","53"
"אֲבַשְּׂרָה","1319"
"אֲבֹתַ","1"
"אֲבֹתָ","1"
"אֲבֹתָֽ","1"
"אָבֹת","1"
"אֹבֹֽת","88"
"אֹבֹת","178"
"אֹבֹת","88"
"אֲבֹֽתֵי","1"
"אֲבֹתֵֽי","1"
"אֲבֹתֵי","1"
"אֲבֹתֶֽי","1"
"אֲבֹתֶי","1"
"אֲבֹתָֽי","1"
"אֲבֹתָי","1"
"אָגֵא","89"
"אֶגְאָֽל","1350a"
"אֶגְאָלֵ","1350a"
"אֶגְאָֽלְתִּי","1351"
"אֲגַג","90"
"אֲגָג","90"
"אֲגָגִי","91"
"אַגִּד","5046"
"אֲגֻדָּה","92"
"אֲגֻדּוֹת","92"
"אַגְדִּיל","1431"
"אֲגַדְּלֶ","1431"
"אֶגְדַּל","1431"
"אֲגַדְּלָה","1431"
"אֲגַדֵּֽעַ","1438"
"אֲגַדֵּעַ","1438"
"אֶגְדַּע","1438"
"אֲגֻדַּת","92"
"אֲגֻדָּת","92"
"אֱגוֹז","93"
"אֶגְוַע","1478"
"אֶגְוָֽע","1478"
"אֶגְוָע","1478"
"אֶגּֽוֹף","5062"
"אָגוּר","1481c"
"אָגוּר","94"
"אָגוּרָה","1481a"
"אֲגוֹרַת","95"
"אַגִּֽיד","5046"
"אַגִּיד","5046"
"אַגִּידֶ","5046"
"אַגִּֽידָה","5046"
"אַגִּידָה","5046"
"אָגִילָה","1523"
"אֲגַלֶּֽה","1540"
"אֲגַלֶּה","1540"
"אֶגְלֶה","1540"
"אֶגְלֵי","96"
"אֶגְלַיִם","97"
"אֲגַם","98"
"אַגְמֽוֹן","100"
"אַגְמוֹן","100"
"אַגְמֵי","98"
"אַגְמֵי","99"
"אֲגַמִּים","98"
"אַגְמֹֽן","100"
"אַגְמֹן","100"
"אַגַּן","101"
"אַגָּנוֹת","101"
"אַגָּנֹת","101"
"אֶגֹּף","5062"
"אֲגַפֶּי","102"
"אֲגַפָּי","102"
"אֹגֵר","103"
"אִגְּרָה","104"
"אָגְרָה","103"
"אִגְּרוֹת","107"
"אֲגַרְטְלֵי","105"
"אֶגְרַע","1639"
"אֶגְרֹף","106"
"אֲגָרְשֵׁ","1644"
"אֲגָרְשֶׁ","1644"
"אֲגָרֵשׁ","1644"
"אִגֶּרֶת","107"
"אִגַּרְתָּ","104"
"אִגְּרֹתֵי","107"
"אֵד","108"
"אֵדֽ","108"
"אֶדְאַג","1672"
"אַדְבְּאֵל","110"
"אַדְבִּיק","1692"
"אֲדַבְּרָ","1696"
"אֲדַבֵּֽר","1696"
"אֲדַבֵּר","1696"
"אֲדַבֶּר","1696"
"אֲדַבְּרָה","1696"
"אֲדַבֵּרָה","1696"
"אַֽדַבְּרָה","1696"
"אֲדַד","111"
"אֶדַּדֵּ","1718"
"אֶדַּדֶּה","1718"
"אִדּוֹ","112"
"אֱדֽוֹם","123"
"אֱדוֹם","123"
"אֱדוֹם","5654"
"אָדוֹם","122a"
"אֲדוֹמִים","130"
"אֲדוֹן","113"
"אֲדוֹן","136"
"אַדּוֹן","114"
"אָדוֹן","113"
"אֲדוֹנָ","136"
"אֲדוֹנֵי","113"
"אֲדוֹנֶי","113"
"אֲדוֹנִיָּה","2899"
"אֲדוֹנִים","113"
"אֲדוֹרַיִם","115"
"אָדוֹשׁ","156"
"אֹדוֹת","182"
"אֹדוֹתַ","182"
"אֹדוֹתֶי","182"
"אֲדִיב","109"
"אַדִּיחֵ","5080"
"אֱדַיִן","116"
"אדַיִן","116"
"אַדִּיר","117"
"אַדִּֽירֵי","117"
"אַדִּירֵי","117"
"אַדִּירֶי","117"
"אַדִּירָי","117"
"אַדִּירִֽים","117"
"אַדִּירִים","117"
"אֲדַלֶּג","1801"
"אֲדַלְיָא","118"
"אֱדֹֽם","5654"
"אֱדֹם","5654"
"אֶדֹּם","1826a"
"אָדָֽם","120"
"אָדָם","120"
"אָדָם","121"
"אָדֹם","122a"
"אָדֹם","122b"
"אֹדֶם","124"
"אדם","121"
"אֲדַמְדָּם","125"
"אֲדַמְדֶּמֶת","125"
"אֲדַמְדַּמֹּת","125"
"אֲדַמְדָּמֶת","125"
"אֲדַמֶּֽה","1819"
"אֲדַמֶּה","1819"
"אֲדָמָֽה","127"
"אֲדָמָה","127"
"אֲדָמָה","128"
"אֲדֻמָּה","122a"
"אֶדַּמֶּה","1819"
"אַדְמָה","126"
"אָדְמוּ","119"
"אַדְמוֹנִי","132"
"אֲדָמֽוֹת","127"
"אֲדָמִי","129"
"אֲדֹמִי","130"
"אֲדֹמִיִּים","130"
"אֲדֻמִּים","122a"
"אֲדֻמִּים","131"
"אֲדֹמִיֹּת","130"
"אַדְמֹנִי","132"
"אַדְמַת","127"
"אַדְמַת","776"
"אַדְמַתְ","127"
"אַדְמָֽתְ","127"
"אַדְמָת","127"
"אַדְמָתְ","127"
"אַדְמָתִ","127"
"אַדְמָתֵ","127"
"אַדְמָתֵֽ","127"
"אַדְמָתֶ","127"
"אַדְמָתֶֽ","127"
"אַדְמָתָ","127"
"אַדְמָתָֽ","127"
"אַדְמָתֽ","127"
"אַדְמָתָא","133"
"אֲדָן","5018"
"אַדָּן","135"
"אָֽדֶן","134"
"אָדֹן","113"
"אֲדֹנִ","113"
"אֲדֹנִ","136"
"אֲדֹנִֽ","113"
"אֲדֹנֵ","113"
"אֲדֹנַ","113"
"אֲדֹנָ","113"
"אֲדֹנָ","136"
"אֲדֹנָֽ","136"
"אֲדֹנָֽ","136"
"אדֹנִ","113"
"אדֹנִֽ","113"
"אדֹנָ","136"
"אדנ","113"
"אֲדָנֶי","134"
"אֲדָנָֽי","134"
"אֲדָנָי","134"
"אֲדֹֽנִי","137+"
"אֲדֹֽנִי","139+"
"אֲדֹֽנֵי","113"
"אֲדֹנִי","137+"
"אֲדֹנִי","139+"
"אֲדֹנֵי","113"
"אֲדֹנֵי","136"
"אֲדֹנֶֽי","113"
"אֲדֹנֶי","113"
"אֲדֹנַיִ","113"
"אֲדֹנָֽי","113"
"אֲדֹנָֽי","136"
"אֲדֹנָי","113"
"אַדְנֵי","134"
"אדֹנֶי","113"
"אדֹנָי","113"
"אֲדֹנִיָּֽה","138"
"אֲדֹנִיָּה","138"
"אֲדֹנִיָֽהוּ","138"
"אֲדֹנִיָּֽהוּ","138"
"אֲדֹנִיָּהוּ","138"
"אֲדָנִים","134"
"אֲדֹנִים","113"
"אֲדֹנִיקָם","140"
"אֲדֹנִירָם","141"
"אֵדְעָ","3045"
"אֵדַע","3045"
"אֵדָֽע","3045"
"אֵדָע","3045"
"אֵדָעֲ","3045"
"אֵדָעָ","3045"
"אדע","3045"
"אֵֽדְעָה","3045"
"אֵדְעָה","3045"
"אֵדָֽעָה","3045"
"אֲדִקֵּ","1854"
"אֲדָֽר","143"
"אֲדָר","143"
"אֲדָר","144"
"אֶדֶר","145"
"אַדָּר","146"
"אַדָּר","2692"
"אַדָּר","5853"
"אַדָּרָ","146"
"אֲדַרְגָּזְרַיָּ","148"
"אֶדְרוֹשׁ","1875"
"אַדְרַזְדָּא","149"
"אִדְּרֵי","147"
"אַדִּרֵי","117"
"אַדְרִיכֵ","1869"
"אַדִּרִים","117"
"אֶדְרְכֵ","1869"
"אֲדַרְכֹנִים","150"
"אֲדֹרָם","151"
"אַדִּרִם","117"
"אַדְרַמֶּלֶךְ","152"
"אֶדְרָע","153"
"אֶדְרֶֽעִי","154"
"אֶדְרֶעִי","154"
"אִדָּרֵשׁ","1875"
"אִדָּרֹשׁ","1875"
"אֶדְרְשֶׁ","1875"
"אֶדְרֹֽשׁ","1875"
"אֶדְרֹשׁ","1875"
"אֶדְרְשָׁה","1875"
"אַדֶּרֶת","155"
"אַדַּרְתּ","155"
"אַדַּרְתָּ","155"
"אַדָּֽרֶת","155"
"אֱהָבֶ","157"
"אֱהֹב","157"
"אֲהֵֽבְ","157"
"אֲהֵב","157"
"אֲהֵבְ","157"
"אֲהֵבָ","157"
"אֲהֵבָֽ","157"
"אֲהֵבֽ","157"
"אֵהָב","157"
"אָהֳבָֽ","157"
"אָהֵֽב","157"
"אָהֵב","157"
"אָהַב","157"
"אֹֽהֲבַ","157"
"אֹֽהַבְ","157"
"אֹהֲב","157"
"אֹהֲבִֽ","157"
"אֹהֲבֵ","157"
"אֹהֲבַ","157"
"אֹהֵֽב","157"
"אֹהֵב","157"
"אֹהַב","157"
"אַֽהֲבָה","157"
"אַהֲבָֽה","160"
"אַהֲבָה","157"
"אַהֲבָה","160"
"אָהֲבָה","157"
"אֱהָֽבוּ","157"
"אֲהֵבֽוּ","157"
"אֲהֵבוּ","157"
"אֶהֱבוּ","157"
"אָֽהֲבוּ","157"
"אָהֲבוּ","157"
"אֶֽהֱבוּ","157"
"אֹֽהֲבֵי","157"
"אֹֽהֲבָי","157"
"אֹהֲבֵי","157"
"אֹהֲבֶי","157"
"אֹהֲבָֽיִ","157"
"אֹהֲבָי","157"
"אהבי","157"
"אֲהָבִֽים","158"
"אֲהָבִים","158"
"אֳהָבִֽים","159"
"אֹֽהֲבִים","157"
"אֲהֵבַֽתְ","157"
"אֲהֵבַתֶ","157"
"אֲהַבְתָּ","157"
"אֲהֻבַת","157"
"אַהֲבַת","160"
"אַהֲבָֽתְ","160"
"אַהֲבָת","157"
"אַהֲבָת","160"
"אַהֲבָתִ","160"
"אַהֲבָתִֽ","160"
"אַהֲבָתָ","160"
"אָֽהַבְתָּ","157"
"אָהַבְתְּ","157"
"אָהַבְתָּ","157"
"אֹהֶבֶת","157"
"אֲהַבְתִּי","157"
"אָהַבְתִּי","157"
"אָהָֽבְתִּי","157"
"אָהָבְתִּי","157"
"אֹהַבְתִּי","157"
"אֲהַבְתֶּם","157"
"אֶהְגֶּה","1897"
"אֹהַד","161"
"אֲהָהּ","162"
"אַהֲוָא","163"
"אַֽהֲוָא","163"
"אָהוּב","157"
"אֲהוּבָה","157"
"אֲהוֹדֶֽ","3034"
"אֵהוּד","164"
"אֲהוֹדְעִנֵּֽ","3046"
"אֱהִי","165"
"אֱהִי","1961"
"אֶֽהְיֶֽה","1961"
"אֶֽהְיֶה","1961"
"אֶהְיֶה","1961"
"אָהִֽימָה","1949"
"אָֽהֳלֹ","168"
"אָהֳל","168"
"אָהֳלִ","168"
"אָהֳלִֽ","168"
"אָהֳלֵ","168"
"אָהֳלֶ","168"
"אָהֳלֶֽ","168"
"אָהֳלֹ","168"
"אָהֳלֹֽ","168"
"אָהֳלֽ","168"
"אָהָלְ","168"
"אֹֽהֱלָ","168"
"אֹֽהֶל","168"
"אֹהֱלָ","168"
"אֹהֶל","168"
"אֹהֶל","169"
"אֹהָלֶֽ","168"
"אֹהָלַ","168"
"אָֽהֳל","168"
"אָֽהֳלִ","168"
"אהל","168"
"אהל","428"
"אָֽהֳלָה","170"
"אָהֳלָה","170"
"אֲהָלוֹת","174"
"אָֽהֳלֵי","168"
"אָהֳלֵי","168"
"אָהֳלֶי","168"
"אֹֽהָלָי","168"
"אֹהָלֶֽי","168"
"אֹהָלֶי","168"
"אֹהָלָֽי","168"
"אֹהָלָי","168"
"אָֽהֳלֵי","168"
"אָֽהֳלִיאָב","171"
"אָהֳלִיאָב","171"
"אָהֳלִיבָֽה","172"
"אָהֳלִיבָה","172"
"אָֽהֳלִיבָמָה","173"
"אָהֳלִֽיבָמָה","173"
"אָהֳלִיבָמָה","173"
"אֲהָלִים","174"
"אֳהָלִים","168"
"אֹֽהָלִים","168"
"אֹהָלִֽים","168"
"אֹהָלִים","168"
"אֲהַלֵּך","1980"
"אֲהַלֵּךְ","1980"
"אֶהֱלֹֽךְ","1980"
"אֶהֱלֹךְ","1980"
"אֲהַֽלְלֶֽ","1984b"
"אֲהַלְלֶֽ","1984b"
"אֲהַלֵּל","1984b"
"אֲהַֽלְלָה","1984b"
"אֲהַלְלָה","1984b"
"אֶהֱמֶה","1993"
"אֶֽהֱמָיָה","1993"
"אֶהְפֹּךְ","2015"
"אֶהְרְגֵ","2026"
"אֶהֱרֹג","2026"
"אַֽהַרְגָה","2026"
"אֶהֱרוֹג","2026"
"אֶהֱרוֹס","2040"
"אַֽהֲרֹן","175"
"אַׄהֲׄרֹׄןׄ","175"
"אַהֲרֹֽן","175"
"אַהֲרֹן","175"
"אַֽהֲרֹן","175"
"אֶהֱרֹס","2040"
"אִוָּ","183"
"אֽוֹ","176"
"או","176"
"אוֹ","176"
"אוּאֵֽל","177"
"אוֹב","178"
"אוֹבֵד","6"
"אֽוֹבִילֵ","2986"
"אוֹבִיל","179"
"אוֹבִֽישׁ","3001"
"אוֹבִישׁ","3001"
"אוּבַל","180"
"אוּבָֽל","2986"
"אֽוֹדְ","3034"
"אוֹדְ","3034"
"אוֹדֶ","3034"
"אוֹדֶֽ","3034"
"אוּד","181"
"אוֹדֶה","3034"
"אוּדִים","181"
"אוֹדִֽיעֲ","3045"
"אוֹדִיעֲ","3045"
"אוֹדִיעֵ","3045"
"אוֹדִיעַ","3045"
"אוֹדִֽיעָה","3045"
"אוֹדִיעָה","3045"
"אִוָּדַע","3045"
"אוֹדֹת","182"
"אוֹהֵב","157"
"אוּזַי","186"
"אוּזָל","187"
"אוּזָּל","235"
"אוֹחִֽיל","3176"
"אוֹחִיל","3176"
"אוֹחִילָה","2342a"
"אוֹחִילָה","3176"
"אֱוִי","189"
"אֽוֹי","188"
"אוֹי","188"
"אֽוֹיִבְ","341"
"אוֹיְבֵ","341"
"אוֹיְבֶ","341"
"אוֹיְבַ","341"
"אוֹיְבָ","341"
"אוֹיְבָֽ","341"
"אוֹיִבְ","341"
"אוֹיֵֽב","341"
"אוֹיֵב","341"
"אֽוֹיְבֵי","341"
"אוֹיְבֵֽי","341"
"אוֹיְבֵי","341"
"אוֹיְבֶֽי","341"
"אוֹיְבֶי","341"
"אוֹיְבַיִ","341"
"אוֹיְבָֽי","341"
"אוֹיְבָי","341"
"אויבי","341"
"אוֹיְבִים","341"
"אֽוֹיָה","190"
"אֱוִיל","191"
"אֱוִיל","192+"
"אֱוִֽיל","191"
"אֱוִילִים","191"
"אִוִּיתִי","183"
"אוֹכִֽיחַ","3198"
"אוֹכִיחֲ","3198"
"אוֹכִיחֶ","3198"
"אוֹכִֽיל","398"
"אֽוּכַל","3201"
"אוֹכֵֽל","398"
"אוֹכֵל","398"
"אוֹכַל","398"
"אוּכַֽל","3201"
"אוּכַל","3201"
"אוּכָֽל","3201"
"אוֹכֵלָֽה","398"
"אוֹכֵלָה","398"
"אוֹכְלֶי","398"
"אוּלָֽ","193a"
"אִוָּלֶד","3205"
"אֱוִלִֽי","196"
"אוּלַי","194"
"אוּלָֽי","195"
"אוּלָי","195"
"אולי","193b"
"אוֹלִיד","3205"
"אוֹלִיךְ","3212"
"אֽוֹלִיכֵ","3212"
"אוֹלִיכָה","3212"
"אֱוִלִים","191"
"אוֹלֵךְ","3212"
"אוּלָֽם","197"
"אוּלָם","197"
"אוּלָם","198"
"אוּלָם","199"
"אִוֶּֽלֶת","200"
"אִוֶּלֶת","200"
"אִוַּלְתּ","200"
"אִוַּלְתִּ","200"
"אִוַּלְתִּֽ","200"
"אִוַּלְתּֽ","200"
"אוֹמֵר","559"
"אוֹמֶר","562"
"אוֹמַר","559"
"אוֹמָר","201"
"אוֹמְרָה","559"
"אָֽוֶן","1007"
"אָֽוֶן","205"
"אָוֶן","1007"
"אָוֶן","205"
"אָוֶן","206"
"אֽוֹן","204"
"אוֹן","202"
"אוֹן","203"
"אוֹנ","202"
"אוֹנ","205"
"אוֹנִ","202"
"אוֹנֵֽ","205"
"אוֹנָ","205"
"אוֹנָֽ","202"
"אוֹנֽ","202"
"אוֹנוֹ","207"
"אוֹנִי","1126"
"אוניות","591"
"אוֹנִים","202"
"אוֹנִים","205"
"אוֹנָֽם","208"
"אוֹנָם","208"
"אוֹנָֽן","209"
"אוֹנָן","209"
"אוֹסִֽיף","3254"
"אוֹסִיף","3254"
"אוֹסִף","3254"
"אוֹסֵף","3254"
"אִוָּסֵר","3256"
"אִוָּעֵד","3259"
"אוּפָֽז","210"
"אוּפָז","210"
"אוֹפִֽים","644"
"אוֹפִֽיר","211"
"אוֹפִיר","211"
"אוֹפִירָ","211"
"אוֹפַן","212"
"אוֹפָֽן","212"
"אוֹפָן","212"
"אוֹפַנֵּי","212"
"אֽוֹפַנִּים","212"
"אוֹפַנִּֽים","212"
"אוֹפַנִּים","212"
"אוֹפִר","211"
"אוֹצִא","3318"
"אוצא","3318"
"אֽוֹצִיאֵ","3318"
"אוֹצִיא","3318"
"אוֹצִֽיאָה","3318"
"אוֹצְרָ","686"
"אוֹצַר","214"
"אוֹצָֽר","214"
"אוֹצָר","214"
"אוֹצָרֽ","214"
"אֽוֹצְרוֹת","214"
"אוֹצְרוֹת","214"
"אוֹצָרֽוֹת","214"
"אוֹצָרוֹת","214"
"אֽוֹצְרוֹתָֽי","214"
"אוֹצְרוֹתֶֽי","214"
"אוֹצְרוֹתֶי","214"
"אוֹצְרוֹתַיִ","214"
"אֽוֹצְרִים","686"
"אֽוֹצְרֹתָ","214"
"אֽוֹצָרֹת","214"
"אוֹצְרֹתָֽ","214"
"אֽוֹצְרֹתָי","214"
"אוֹצְרֹתֶי","214"
"אוֹקִיר","3365"
"אֽוֹר","216"
"אֽוּר","217a"
"אֽוּר","218a"
"אוֹר","215"
"אוֹר","216"
"אוֹרְ","216"
"אוֹרְ","3384b"
"אוֹרִ","216"
"אוֹרֵ","216"
"אוֹרֵֽ","216"
"אוֹרֶ","216"
"אוֹרָ","216"
"אוֹרָֽ","216"
"אוֹרֽ","216"
"אוּר","217a"
"אוּר","218b"
"אוֹרֵב","693"
"אוֹרִֽדְ","3381"
"אוֹרֶה","3384b"
"אוֹרָֽה","219a"
"אוֹרָה","219a"
"אוֹרוּ","779"
"אֲוֵרֽוֹת","220"
"אוֹרִי","215"
"אוּרִֽי","221"
"אוּרִי","221"
"אוּרֶי","224"
"אֽוּרִיאֵל","222"
"אוּרִיאֵל","222"
"אֽוֹרִידְ","3381"
"אֽוֹרִידֵ","3381"
"אוֹרִֽידְ","3381"
"אוֹרִיד","3381"
"אוֹרִידֵֽ","3381"
"אֽוּרִיָּה","223a"
"אוּרִיָּֽה","223a"
"אוּרִיָּה","223a"
"אֽוּרִיָּהוּ","223b"
"אוּרִיָּהוּ","223a"
"אוֹרִים","216"
"אוּרִים","224"
"אוֹרִישׁ","3423"
"אוֹרִישֵׁ","3423"
